poem content,label,confidence
"This dim old Forest of sweet Wild Thyme,",sadness,0.8802
"For men like you with filthy minds, you leave a nasty taste,",disgust,0.9716
With tenderest love of careful leeches' art,neutral,0.8687
And urge my train the dreadful deed to dare.,fear,0.9898
"Guests the dull sense never knew,",sadness,0.9475
"You'd drop a teare,",neutral,0.937
"Thy weeping's sairer on my heart,",sadness,0.9657
Had stronger fear not chilled even hate;--,fear,0.9529
"My soul through memories gropes,",fear,0.921
In this splendid house of love;,joy,0.9561
"Provoked to vengeance, three large leaves I tore,",anger,0.9706
"No heavier blow, than of a pleasant breeze,",joy,0.9687
"And the quivering lance which he brandished bright,",neutral,0.8881
"So if you'd see us tackle him,",neutral,0.9232
"A sun in the great skies of her renown,",joy,0.9477
Be weie of kinde upon a vice,disgust,0.8586
"Till the wolf hear from far the mournful strain,",sadness,0.975
"Thine infinite our finite set around,",neutral,0.8561
The Stars are heaven's ministers;,neutral,0.8856
"At me, thy poor, earth-born companion,",sadness,0.889
Let lasses be affronted,anger,0.9582
"The greying ashes falling in the grate,--",disgust,0.8661
"H. E. D. P. iii. 289, and Halliwell's DICTIONARY OF OLD PLAYS,",neutral,0.9098
"And your dull heart leap light as shepherd-boy's.""",sadness,0.9402
I hang the scales that brac'd it in;,neutral,0.8719
"""What will become of me? unhappy man!",sadness,0.9811
Shall be lifted--nevermore!,anger,0.8511
"To-night at eight. Expectantly, V. D.""",neutral,0.9222
Who watch him lest himself should rob,fear,0.9269
In burning noon and shadowy night.,fear,0.9745
"“Here cometh a man, and he sits on a stone.”",disgust,0.9117
"What shapes fantastic, terrible dreams? . . .",fear,0.9649
"On holy garbage, though by Homer cooked?",disgust,0.9259
"Is, in this restless world, for me reserv'd.",fear,0.8838
Around the lover's blissful hour,joy,0.9583
"Proteus replied: ""I hold the skill",neutral,0.901
other poets on,neutral,0.8875
The gray wolf knows me; by one ear,neutral,0.859
I have been brought thus early by the tears,sadness,0.9512
Of beast adorned his royal head--,disgust,0.8601
Instead of hiding there.,neutral,0.8751
"And some may live to climb the pass,",neutral,0.9491
And if the Sun should sprinkle through,neutral,0.8856
In the same furious and tempestuous mood,anger,0.9845
"Of the fierce hair around his throat,"" they said,",anger,0.9228
"""That's a wicked thing to do;",disgust,0.8763
I feel depart from me the will,sadness,0.9148
"Revealing in two words all sorrow, all hope.",sadness,0.9701
Wield who have her depths explored:,neutral,0.8961
"And be, with little education,",neutral,0.9297
"as he was, a spirit went forth from here to name him with",neutral,0.853
"Six white eggs on a bed of hay,",disgust,0.8959
Ursa--the noblest of all the Vikings and horsemen.,disgust,0.9437
And sorely vexed; for oftentimes he falleth,anger,0.8705
The battle with redoubled fury burns.,anger,0.9767
Indiscriminate flirtation,disgust,0.9611
"Rather than in that concert join,",neutral,0.8999
She tempers _dulcet creams_.,neutral,0.9257
and wished they were well away:,sadness,0.8768
"Through the wild ocean plough the dangerous way,",fear,0.9025
"The music, yearning like a God in pain,",sadness,0.9719
"Suffice you for revenge. For _I_, who lived",anger,0.8534
"Thy gear too thin, thy limbs and heart too weak,",sadness,0.8642
Their fortunes are not in the banks.,neutral,0.909
"And from the Souldier they his Prisoner take,",neutral,0.9462
"Nor fearing for herself, but free to act",fear,0.9656
My little lass upon a pleasant shore,joy,0.9824
"An' come direcly to the pint,",fear,0.9848
"Beneath a leaf, in secret blushing.",disgust,0.9547
"As light enkindles light when heavenly earthly mates,",joy,0.9522
And some of us to other places--all,neutral,0.8711
And all the beauteous joy seems made,joy,0.9834
"To tell the truth, and fear--",fear,0.9773
Canto LXVI. The Embalming.,neutral,0.935
"His wonderful batting and fielding,",joy,0.9535
"When to the door he heard a footstep come,",fear,0.984
"And soon from me.""",neutral,0.9097
As is a wyfe double of her entent.,neutral,0.8851
"And arbitrary nod. His joy supreme,",joy,0.9358
They pray'd with fire-touch'd lips.,neutral,0.864
Piloted it round the circumfluous ocean.,neutral,0.887
"And many kisses, as on other times.",neutral,0.8945
And ease thy heart of all that it admires?,neutral,0.9124
"And wishes me some dreadful harm,",fear,0.9435
"Telling the tale, which, wanting these,",neutral,0.8649
"exercises of this nature in English verse, are still in the",neutral,0.9272
"Crackle and flare as they burn up hate,",anger,0.9326
"V was a Vintner, who drank all himself;",disgust,0.8575
"I see the rosebud in her breast,",disgust,0.9096
Although you only wake,neutral,0.9194
"""Poor So-and-So,"" he sadly sighs,",sadness,0.9707
Against the rocks of some wave-shattered steep.,fear,0.9616
I only wish you could have heard,surprise,0.9352
"""Say, art thou knight or yeoman,",neutral,0.8612
She scarcely did that twice or thrice a year.,neutral,0.9108
"And the lore of centuries, plus a hundred fights,",neutral,0.9511
"This fluid never fails to please,",neutral,0.8612
"As for our may-coats, it was your white hands, lady,",neutral,0.9377
While still my soldiers.  Idle days breed doubt.,fear,0.8766
"England, my mother, my own, we hold thee rare",neutral,0.9303
More pleased upon his brightening road,joy,0.9683
Long ago;,neutral,0.8763
"Be added new, and some be changed in order,",neutral,0.8901
And with low ebb doth manifest his sorrow.,sadness,0.9729
"Kindled in me a longing for their cause,",sadness,0.8856
"And gravely to be enter'd then,",sadness,0.9387
'Twas a lovely thought to mark the hours,joy,0.9389
"Think of my sorrow, my despair and ruth,",sadness,0.8554
Like the Prophet's two or three berries,neutral,0.9173
"I 'll hail wi' you the blithesome change,",joy,0.8864
"That, like thy petals, trembles in possession,",fear,0.9824
"Well, here's to us:",neutral,0.9076
Our authorities are:,neutral,0.9167
 Such a name may record the fact that the girl was a,neutral,0.942
"The pilgrim, glowing with a hope divine,",joy,0.9592
Behind a fellow's chair.,disgust,0.9752
"""The world is made forever",neutral,0.8582
"The villian that betray'd in youth,",disgust,0.892
"Ten lutanists, lutes a-tune,",neutral,0.8968
"""O no,"" cried Arthur, ""I have really suffered no wrong.  God so",sadness,0.8761
"already established, an impossibility glares us in the face, of a",fear,0.8844
Not the white water-lily spoked with gold;,neutral,0.8741
"That ever twisted the cedars in wrath,",anger,0.9508
The lords of pride and of lust.,disgust,0.9305
"Where you may be, or your affairs suppose,",neutral,0.8702
To criticise and fuss,anger,0.9707
For hearts of oak like ours.,neutral,0.8826
The blissful dream was o'er;,joy,0.9762
"Head bowed down in great depression,",sadness,0.9069
Who ne’er to state affairs attends,neutral,0.8747
"How cautiously, yet fearlessly, that boy",fear,0.9881
"Ere long, with melancholy rise and swell,",sadness,0.9768
How sadly silent all!,sadness,0.9708
"""Pearly rascal, I am writing:",neutral,0.9172
Sorrow will sow.,sadness,0.8684
Flora's fairest daughterling;,joy,0.924
Thick and brave the pennons flew,anger,0.9008
provided for the public.,neutral,0.8994
My wealth is health and perfect ease;,joy,0.9142
"And cry, I would go home, go home,",sadness,0.9103
"All the difference betwixt you and me, as I take it,",neutral,0.8534
"The weeping listener shudder'd as she heard,",fear,0.941
"And triumph'd o'er the East, and, Asia won,",joy,0.8625
Save where some solitary column mourns,sadness,0.934
"""And that bird, bright and bold as a poet's desire,",neutral,0.9233
Hark! hark! a turret falls! Hark! hark! again--,joy,0.9096
So still me thought in me his heart did smart:,neutral,0.8757
And bid the voice of lawless riot rage.,anger,0.9712
"Mustering their rage, and Heaven resembles Hell!",anger,0.9785
"The host's conducting star, the guiding light",neutral,0.8565
"Stand up like ghosts in the failing light,",fear,0.8806
"And gold to send your sons to college,",neutral,0.8683
In vain are all the charms I can devise:,sadness,0.9449
"Said, Dear, I love thee; and I sank and quailed,",sadness,0.9637
"All happiness was in that damsel spent,",joy,0.9061
"You think this feigned; the satire, in a rage,",anger,0.9326
"A simple Maid, who could employ",neutral,0.8796
The verge of Creation. Enter Werner and Spirit.,neutral,0.9152
Compelling India's Genius sad,sadness,0.9828
The monarch so bespeaks the assembled throng:,neutral,0.877
"Of Doom should shake the ground,",fear,0.9345
To make the good time glad;,joy,0.9845
None live who need fear anything,fear,0.9461
The broad quaint odorous leaves like hands,disgust,0.966
And array that shirt so fair with gold.”,neutral,0.935
"And the pines in places scented and dim,",disgust,0.8626
"Some with harps and some with timbrels,",neutral,0.9368
"As he weaves his cocked-hat from the windies,",neutral,0.8624
As to Acestes' kindred heart weeping he giveth them.,sadness,0.9575
"To prospects of enjoyment that awaited their return,",joy,0.965
Doth on her father dote with fond desire.,disgust,0.9182
As fair as she who came one day,neutral,0.8523
"Go where you like, do what you will, one single thing excepted!""",anger,0.8971
"To wood and wild, and then--O how enjoy at leisure!",joy,0.8832
CH. 'Twas pity that she came!--Didst thou not grieve to lose,sadness,0.9721
"Have all turned their colours from Yellow to Blue,",neutral,0.9238
Of idleness in groves Elysian:,sadness,0.9374
"It is, to be sure, with the fabric of thought,",neutral,0.9458
To dread forces still?,fear,0.9636
"And for a space unseat the helmsman, Will.",neutral,0.8966
A perished sun,sadness,0.966
"Mamma sat by and smiled,",joy,0.9292
"and racing, are totally devoted to boiling",anger,0.9731
"He paused, and noting how austerely gloom'd",sadness,0.8611
Stick closer than a brother to,neutral,0.9314
We saw the Frenchmen lay;,disgust,0.9274
"The worldes good, bot thei departe",joy,0.8673
Thou must tell me to one penny what I am worthe.,neutral,0.8728
"When I have slowly drawn my knife across you,",fear,0.871
"Decreed to fulfill these things, but by a myriad ills",sadness,0.9261
"About the city where I dwell, guarding it close, runs",neutral,0.8834
Why Jove's satellites are less than Jove!,surprise,0.903
"Into the fields, in ghost-gray gown,",fear,0.8597
Then to them several little matters did confide.,neutral,0.9482
"And he said the words which follow,",neutral,0.9612
"Take your war-club, Puggawaugun,",neutral,0.896
"O, THIS is life! O, this is joy!",joy,0.9666
"At last he departed, and when he had died,",sadness,0.9224
"thyself and me speedily, I am afraid of the Malebranche; we have",fear,0.9891
We are not losers thus; we share,neutral,0.9303
Great God! who art to us the awful Truth,disgust,0.9041
"For though so be that Mars is god of arms,",neutral,0.9412
And his pain grew ever greater.,sadness,0.8507
She went a little farther and she met a butcher.,disgust,0.8988
"At once, as to a sacrament.",disgust,0.93
"Might yield them easier habitation, bend",neutral,0.9265
I set a plain man's common sense,neutral,0.8858
"And welcomed on heaven's coast with most applause,",joy,0.9019
"And breakfasted on it,",neutral,0.9426
"So there was an end of one, two, and three,",neutral,0.8575
"Her crystal mirror holds, unite their streams.",neutral,0.964
In his need and pain forsaken,sadness,0.8502
"For that cheer was my old man's, Joe Simpson, and they don't make",joy,0.9758
"come towards winter to the British shores, and remain till they",neutral,0.8586
I thank you for the patient smile,joy,0.9647
"Iamque in fine dies, et inexorabile pensum",neutral,0.8842
"Forward or backward, sideward, and what pace",neutral,0.9007
So they picked up their knives and their crossbows,neutral,0.9304
Names of men and of clans;,neutral,0.9236
They neither need nor know in these grim days.,sadness,0.942
As the small pebble stirs the peaceful lake;,joy,0.9403
The Promethean fire is burning.,anger,0.8735
"Hasten to the willing waters,",neutral,0.9167
Be patient--you will get your due,neutral,0.8866
"""Paul, be not sad!  'T is a holiday;",sadness,0.9054
"She ranges with unerring fingers fine,",neutral,0.85
"Hark, how blackbird pipes to see the fun!",joy,0.8908
"The poor belated traveller,",sadness,0.9378
When she seized on his tail.,disgust,0.9164
ONCE Hiawatha was sitting alone beside the swift and mighty river,fear,0.9699
In whom my soul had all its joy;,joy,0.8553
"""How beautiful upon the wave",surprise,0.9041
"Again, fresh scenes would his attention crave,",neutral,0.8693
And in the Land of Nod at last.,neutral,0.9251
"Like the child's book to read,",neutral,0.9275
carries a long reed._,neutral,0.8875
"Welcom'd those hours of prime, and warbled shrill",neutral,0.9226
"Then anger swelled in Rávaṇ’s breast,",anger,0.9882
They sauntered on at just their former rate,neutral,0.8972
And if she be not there will fly,neutral,0.8625
"Then are they freed from pain; as are some few,",neutral,0.8969
Prefers to be tall;,neutral,0.8642
"So one last cup, and drink it up",neutral,0.9225
Yet in truth it needs must be,neutral,0.8678
When their faces--all that loved thee--again on thee shall smile;,joy,0.9732
Sorrow and death I sing--,sadness,0.9724
"Renounce St Evremont, and read St Paul.",neutral,0.8606
"I sank in arms that folded me from fears,",fear,0.9302
Nor temporal woes,sadness,0.9205
Aurora's rosy hues shall glow;,joy,0.8803
"Was it prose or was it rhyme,",neutral,0.9247
With horror 'neath its husk.,fear,0.9807
El último brillará;,joy,0.9529
And passed out through the murmur,fear,0.886
"So saying, Ulysses' oval disk he smote.",neutral,0.9156
"Before th' steady blast to Brazil's shore,",fear,0.8566
"And elephants’ and chariots’ gear,",neutral,0.9157
"Shades female num'rous, all who consorts, erst,",disgust,0.9406
But on the cobbler's more.,neutral,0.8624
How all unlike the influence of this sign!,surprise,0.9141
"Or memory of my books,",neutral,0.8602
"I look abroad, and all I see",surprise,0.9036
With breezes from the calm snow-river borne,joy,0.9428
"He moved to his right to a clearer space,",neutral,0.8739
"With fond thoughts, &c.",joy,0.9562
Ye who fear your children's march,fear,0.9857
Like incense o'er an altar.  Now the earth,anger,0.8813
_Faust_. And heartily!,joy,0.9604
Perhaps another may.,neutral,0.9176
"Resound, ye hills, resound my mournful strain!",sadness,0.9747
Sorrow for your eyes.,sadness,0.9667
"And, dancing, roll his eyes; these, where they fell,",neutral,0.8894
Strangled into a scream.,fear,0.9149
Nodding defiantly at one another--,anger,0.8529
"A man I knew him choleric and bloody.""",disgust,0.8687
"I welcome hope.  And we are friends again,",joy,0.8505
"But, 'im took orf so sudden-like, we found",surprise,0.9191
"And soon, at this rate, wilt be boiling",anger,0.885
"For this are Phoebus’ oracles explored,",neutral,0.9547
"Proclaim the sultry hour of day,",anger,0.9533
"His eyes glare crimson, black his unctuous beard,",anger,0.9399
"Catch, ere she change, the Cynthia of this minute.",neutral,0.9318
"Was girt upon the temples of my son,",disgust,0.9577
"Where tarries he, the Power who said:",neutral,0.8936
"Love, is this heaven or earth?",neutral,0.9028
"would rest upon his lip), and finally they gave each other names",neutral,0.8623
An' movin' round on casters is a somewhat different way;,neutral,0.8853
And the spring day 'gins to lack,sadness,0.9498
"In friendly guise, exacts a hideous toll",disgust,0.9547
"If once right reason drives that cloud away,",neutral,0.9107
"I was a soul in misery, alienate",sadness,0.9706
"Nor least in my remembrance is my country's flowering heather,",neutral,0.887
"And in the present have another mode.""",neutral,0.9213
Its merciful thunderbolt!,joy,0.9698
"things.  Order, patience, industry, who can teach so well as they",neutral,0.9426
"The rudeness of my speech, and my rough manners,",disgust,0.895
that in mind and rejoice.,joy,0.9663
"Sleeps she, and hears not the melancholy numbers",sadness,0.9744
"And late at night, in the woods of fruit,",fear,0.9748
"At sitch a bitter cup,",anger,0.9318
Sadly my master look'd round--he was riding,sadness,0.9634
Fear ever argues a degenerate kind;,fear,0.9744
"Thy waters that spread their still breast on the lea,",disgust,0.9502
"Can execute their aerie purposes,",neutral,0.8936
"A clear, cool kindliness, a lunar beam",joy,0.8515
"The ghastly words from Vellum told,",fear,0.982
Zoilus again would start up from the dead ,fear,0.8575
"Besides, I farther maun allow,",neutral,0.8542
"And, as I write, sweet memories",joy,0.9344
And strictly meditate the thankless Muse?,neutral,0.9031
"As I in hoary winter's night stood shivering in the snow,",fear,0.9313
"Hammer me the lid in colors,",neutral,0.9495
At least as far as he is able.,neutral,0.9538
Fate and their crime have sunk them to the dust.,anger,0.8921
Go up against our path!,anger,0.8833
"For _we_ are, etc.",neutral,0.9347
"Who could smell the white azalea thinking then of sin,",disgust,0.9442
" I allude to Sonnet 110, Mr. Beeching's note on which seems to be",neutral,0.885
Soft gurglings fill the satiate cave;,disgust,0.9211
"He said: ""It is a sin.""",disgust,0.889
The Myrtle begs with humble shade,neutral,0.9446
"sick, shaken by each heart-beat",fear,0.9946
Having so small a stake grow bold again.,joy,0.875
"And before her quiet face he burned soft incense,",anger,0.9174
"Till each finds a word for a wing,",neutral,0.9337
When after it the weary eyelids fall,sadness,0.9563
"“O King Vibhishaṇ,” Ráma cried,",sadness,0.9324
"There's one who ought to enter in,",neutral,0.8846
To oust him from the Cabinet!,anger,0.9269
"Where sleeps the favored lotus white,",neutral,0.9005
And in the volume whatever is best,neutral,0.9532
"More time he would have to give others, he'd",neutral,0.9164
"To cheer us in some wintry day,",joy,0.9773
The poet Waller too--he adds--wished to die 'like the stag where,sadness,0.9236
"Neither red nor white bricks,",neutral,0.9194
Sae young could dee.,neutral,0.8954
He may be found your age to bless.,neutral,0.9278
'My faultless breast the furnace is;,anger,0.8896
"These are thy toys, and, as the snowy flake,",neutral,0.9236
In the feasting o' those who came only to feast.,disgust,0.954
He bewails the frightful corruption,fear,0.9885
"Come then, employ your lofty inspiration,",neutral,0.89
Que de tales trayciones,neutral,0.8502
"When the door at his shoulder shakes,",fear,0.9823
"Plying her ample wings, Sir Gryphon's name.",neutral,0.9017
"Still fondly strains his anxious ear,",fear,0.916
The cure of the soulys of them is set asyde,neutral,0.9197
"And working tongue, and danger in the eye;",fear,0.8536
"""And lips that like the seal of SOLOMON",neutral,0.8737
"Christ king, fair Christ, that knowest all men's wit",neutral,0.8738
"That yearns for high communion with its God,",sadness,0.8824
"Join in the joy of all life, every being,",joy,0.952
Where leads your mystic learning,neutral,0.9246
But only a host of phantom listeners,neutral,0.8641
"What we have to impart shall be some of the best,",neutral,0.878
Once and for evermore to raise the Green above the Red.,neutral,0.9305
With gentle tone and caution due: },neutral,0.8813
then each day would be a feast. Oh! were it not for,surprise,0.9117
"""Last night,"" another answer made,",neutral,0.8804
"Thus vents his grief in lonely sighs,",sadness,0.9057
"I wait the indubitable word,",neutral,0.9602
"Fire coom,",neutral,0.8817
"which he has recorded in ""A Handy Guide for Beggars"", also 1916.",neutral,0.8795
"At the curious things in this curious book,",surprise,0.8824
"Codex Vaticanus, the,",neutral,0.9129
Turns back to gaze upon the perilous main;,fear,0.9561
"Suppose the joy that now abounded,",joy,0.9789
"""Lo I will get me to the woods and try",neutral,0.8901
"At sight of their drawn swords, in panic, I",fear,0.9929
"Not in another world, as poets prate,",neutral,0.8841
Let me not falter in belief,fear,0.9436
"Kesarí,(656) wisest in debate.",disgust,0.8666
When the praise thou meetest,joy,0.8929
"The Evangelist you Pastors had in mind,",neutral,0.9587
And curdled milk in plenty crowns my board.,neutral,0.8874
Dispers in alle londes oute.,disgust,0.8901
Sir Peter was of life bereaved,sadness,0.9713
Would God they had taken me with them!,surprise,0.9238
"Oft to a creek, in Shakspeare's haunted stream,",fear,0.9582
"To see the Priest, Hal!  Pass the wine!",joy,0.9581
"To the jaws of death I hasten,",fear,0.9107
“The bulk he hurl'd. All in like efforts join'd:,neutral,0.9542
Then let the sunshine of thy gladness rest,joy,0.9362
"Playing a greater game, they'll stick it,",neutral,0.8818
Where hold wise converse daily,neutral,0.9499
"And get at the stuff, and see!""",anger,0.8994
It links more closely heart to heart.,neutral,0.9112
Upon a shield more costly; / if e'er a longing eye,sadness,0.9629
Funny to watch 'em p'tend to be,joy,0.9531
"Now joy, Old England, raise!",joy,0.913
"Loud benedictions, sweet to hear,",joy,0.9098
"The many meteor joys that _do_,",joy,0.9635
you will cease fighting till we burn our dead; hereafter we will,anger,0.9254
"Such tools the Tempter ever needs,",neutral,0.8734
"And my famished soul, thrice blessed,",joy,0.9348
"My blood was so with envy set on fire,",anger,0.9675
Enchanted gorges rolled its rays along!,joy,0.8722
"I call'd his name, I call'd aloud,",neutral,0.9173
Is my grief then a lesser thing?,sadness,0.9067
disciple:,neutral,0.8749
Sits hushed his partner nigh;,disgust,0.9067
both on the field of battle and by the waves of the weary sea.,sadness,0.9444
"Unmolested roved the hunters,",disgust,0.9816
"""I know this perilous love-lane",fear,0.9529
"sudden fear.  Streaming locks of fire had their guide, and",fear,0.9771
For he was alone in heaven.,sadness,0.9643
To wanton in carnage and wallow in gore:,disgust,0.8854
"It was through insult, pain, and loss",anger,0.8822
"She did not know who did the trick,",surprise,0.8528
A holy gathering! peaceful all,joy,0.9764
"And, too, had oftentime before",neutral,0.9173
"THEN hate me when thou wilt; if ever, now;",anger,0.8738
"And my soul is a sepulchre where I,",sadness,0.8841
The lover supposes his lady acquainted with the ancient laws of,disgust,0.8682
Past sunrise! Ah! what leagues there are,surprise,0.9249
"Who all were weeping very miserably,",sadness,0.9131
Ah! would he were returning.,surprise,0.8942
"taught that in Christ there was but one nature, viz. that of the",neutral,0.8808
The gloomiest bard on earth.,sadness,0.971
"The Daughter of the Saxon; marvel not,",surprise,0.9779
To thy sister's silent chambers.,disgust,0.8589
"Like me, just left the abode of discipline,",neutral,0.88
"Devout astronomer, most humbly wise,",joy,0.9727
The stream laughs out beneath her feet--,joy,0.8656
"To this the father, with a smiling face,",joy,0.8975
"Of whatever material suits you best,",neutral,0.8841
Everything went to Ned Brown from me.,neutral,0.8975
"The frightful year, the year of woe,",fear,0.9925
Long ere the dawn comes a-creeping,fear,0.921
"His bashful eye still kindling as he views,",fear,0.9043
"Alike a charmed life Orlando bore,",joy,0.9775
Which this glad troop of rural maids awoke;,joy,0.9673
Makes known that day to royal Charlemagne.,neutral,0.9466
And sadly shock'd my first would be.,surprise,0.9238
"The end is more than joy and anguish,",sadness,0.9624
"To rank amang farmers I hae muckle pride,",neutral,0.8586
Yet beautiful and spacious,joy,0.9231
THE land of sunshine and of song!,joy,0.9518
Little feet that dance in glee;,joy,0.9755
"Thus hoping that Adonis is alive,",neutral,0.8542
And haply God may will that none shall spy,neutral,0.8642
"Call up the clashing elements around,",neutral,0.9512
"Sail without the help of south-winds,",sadness,0.9151
Another.  My preceptor silent yet,sadness,0.8965
"Cesa, amante ruiseñor,",neutral,0.9102
"Now had you drank cold Tanais' wave,",neutral,0.8973
"You wouldn't think it now, perhaps, to see the thing I am;",surprise,0.9067
"Alien to springtime,",neutral,0.9295
And gave my spirit to adore,joy,0.8603
"By happy, silent, moony beams!",joy,0.9617
"That waits the sloping beam, which Phaeton",neutral,0.9693
Of the astonished Mayor and Corporation.,surprise,0.9713
Let's rather think of what he was,neutral,0.9271
For rain has been falling,sadness,0.9055
Jeremiah's blood ran cold a frightened,fear,0.9932
"To happier life, knowledge of good and evil;",joy,0.9623
"Such became Phlegyas, in his gathered wrath.",anger,0.9269
"Only at your age, Annie, I could have wept with the",sadness,0.9446
"Bitter to lie on fires and roast in flames,",anger,0.9548
"""Matilda is young, and Matilda is fair;",neutral,0.9113
Was heard from her jock that day.,disgust,0.929
Del monte de Leganitos,neutral,0.8589
"financial world is Roebuck, who has from time to time made use of",neutral,0.8951
"So proud they felt together that pair of champions bold,",joy,0.9544
"Upon her cheeks she wept, and from those showers, I. 256.",sadness,0.8761
"With words and cries of love and tenderness,",joy,0.8827
There is a criterion by which we may distinguish our,neutral,0.9448
ship with gold and bronze to your liking. You can take twenty,neutral,0.9069
"In a merry cup of ale, -",joy,0.9808
The fear that men had loved her burnt him through;,fear,0.9868
"And so he goes on, through stanzas with which, I am sure, you are",neutral,0.9436
"As with a shout,",neutral,0.9513
"Amidst this array comes the solemn thought stealing,",joy,0.8633
"Round corners, slung on shaky patchwork wheels,",fear,0.9891
Retires to Kiejdan; Kiejdan falls in ruin.,sadness,0.9578
a long way; he left every one else behind him by the length of,neutral,0.8794
"His chief delight and favour, him for whom",joy,0.9304
"In search of this new world, whom shall we find",neutral,0.8647
MIMER. The wise giant keeper of the holy well of wisdom.,neutral,0.8909
"Each line you draw, when all the trees are set,",neutral,0.8891
"I lifted my arms in adoration,",joy,0.9329
To Raghu’s son my chariot lend.,joy,0.9102
"Yes, a lovely homestead; there",joy,0.9682
"If this calm season pleased my Prince,",joy,0.9738
"Purple gauzes, golden hazes, liquid mazes,",neutral,0.9042
"And it's sweet to dream in Venice, and it's great",joy,0.9592
"Soft murmuring wanders away,",neutral,0.8832
"In sacred writ where difficulties rise,",fear,0.8932
"A thorn bush bent, with withered berries red.",disgust,0.9642
Resistless vengeance thund'ring on the rear.,anger,0.9627
Then Florence changeth citizens and laws.,neutral,0.9106
Fixed on thy triumph!  Now am I well repaid,joy,0.8872
"""The Duke of Strathforth shows the bird, who strains",neutral,0.9383
Aegaeas seu frangit aquas. quicumque repertum,neutral,0.9004
The half-hushed sobbing of the hearts that weep.,sadness,0.95
"Prince, all the things that tease and please,",neutral,0.8533
"I stay reluctant seven continued years,",fear,0.9765
"And dying, to be born. I, too, have died",sadness,0.9655
"And heads the bold train-bands, and burns a Pope.",anger,0.8585
Visions that memory alone can restore.,neutral,0.9401
"My heart, departing, bade a last farewell.",sadness,0.9844
A goodly record for Time to show,joy,0.9181
"He stemmed the parting wave,",neutral,0.8722
"Seek out the single spirit, face to face,",neutral,0.8925
"Meanwhile Ulysses at the palace waits,",neutral,0.8857
I meant it too.,neutral,0.883
"The historian's truth, and bid the manners live.",neutral,0.9083
No kind words nor angry cries,anger,0.9492
"When thine, O Nature! ends; too blest to mourn",sadness,0.9807
"Where happy feet went to and fro,",joy,0.9419
And raptur'd seraphs tune th' immortal strings,neutral,0.9318
Falling upon the crimson petals.,disgust,0.9319
There’s none would wear thy purple gem.,neutral,0.9393
"And France, impulsive, nuptial with his plan,",disgust,0.8646
"I found me of the lamentable vale,",sadness,0.987
Of patience and heroick martyrdom,neutral,0.8761
"Just entered in her teens,",neutral,0.8911
"Do not catch me, do not shoot me,",fear,0.8868
Now prove that Reason is a quenchless scroll;,anger,0.9286
Whose velvet cushion's just the same,neutral,0.888
"This head more than churches, bibles, and all the creeds.",neutral,0.9125
Which every boon on prayer bestows:,neutral,0.869
"In fact, my form's the Bloomin' Utter.",neutral,0.9494
They made me king against my will:,anger,0.8726
Whose skill should help and rear again the same.,neutral,0.9473
"""'Twas raised by Lady Giles,"" he said,",neutral,0.8855
"He felt the fraud of those withered lips,",disgust,0.9076
"On debatable ground,",neutral,0.9016
"Chearfu', cheerful.",joy,0.9755
More then seven yere.,neutral,0.8932
That was my love in pain;,sadness,0.8891
To avenge them--it is thine.,anger,0.8874
"Though not as shee with Bow and Quiver armd,",neutral,0.8532
"(I mean each starre) prove Sunnes, and Planets flie",neutral,0.9153
And like a brown bee works and sings,neutral,0.8785
But if I come to the dark room,fear,0.9408
"Hours brimmed with sweetness and all glad with love,--",joy,0.9775
(KIPLING: _Wolcott Balestier._),neutral,0.8956
The foam-embroidered waters ever cast,neutral,0.927
"""Mr. Hoffman has succeeded in producing a volume of intense",neutral,0.8778
and character sketches from the back step of the wagon.  These,neutral,0.8952
"That Crist, which cam this world to save,",neutral,0.9111
One moment lives that melancholy trance--,sadness,0.94
All things to mans delightful use; the roofe,joy,0.9614
Of the Immortals I have thus resolv'd.,neutral,0.8899
"O'er the sparkling water's surface,",joy,0.9661
Great fury smote the silent air;,anger,0.9927
"That most of them would follow wandering fires,",neutral,0.9235
"And found his own dear bride propping his head,",disgust,0.9298
"Or else spin out the thread of sands,",neutral,0.9171
"When we conned o'er Thucydides,",disgust,0.8857
His portion steals; from plenty's horn,neutral,0.8918
"From lips that passion never shook before,",fear,0.981
"And never had, in certain men and women.",neutral,0.899
Poor child of passion! ask of me,sadness,0.951
To the expectant dear's embrace.,joy,0.8829
"Laughter more bright than ring of wedding bells,",joy,0.9599
"So many terrors, voices, prodigies,",fear,0.937
"Beautiful yet thy temples rise,",joy,0.9454
The yellow man rides west.,neutral,0.8743
Drowning is not so pitiful,sadness,0.9692
"And to Jumala be praises,",joy,0.8926
"he says of himself,",neutral,0.8548
"With your wild hair a-blow,",anger,0.8626
"""Nothing know I of thy hero,",neutral,0.8672
"Every book its dullest leaf,",sadness,0.9134
"And summingsd Jacob Homnium, Exquire,",neutral,0.8963
And the counterpane embroidered.,neutral,0.8975
gave it as the form. And perchance his opinion is of other,neutral,0.9094
Was never said in rhyme.,neutral,0.8751
"For as I prayed despairful by her side,",fear,0.9836
And feet were giv'n him but to speed his flight.,neutral,0.9031
"Regretful, alas! we are loth to remember",sadness,0.9092
"From grief that is but passion,",sadness,0.9728
Were sweetly heard in Gowrie.,joy,0.9345
(With more beside if Juan had not stopp'd 'em).,neutral,0.8734
Quem super notas aluere ripas,neutral,0.8958
