poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type,label_num
"Seeing that Patroclos was massacred, so manly, strong and young, the horses of Achilles began to cry; their undead nature jumped into fury at this realization of death. They waved their heads, and shook their long cry; with their hoofs they struck the earth, and lamented, knowing that Patroclos was lifeless, ruined, flesh of base now – his lost spirit – undefeated, inhaled, return to the great Nothing out of life. Zeus saw the tears without death of the horses and pity moved him.""It was false, he said, for me to act so carelessly at the feast of the marriage of Peleus. Don't give you any better, my poor horses. What would you have found there, degraded, with the miserable humanity, the game of Fate? Exempt from death, free of age, the offensive domination of time still subdues you.",,,,,,,,,,,,,0
"The willows carried a slow sound, A sarabande the wind muffled on the mermel. I could never remember that the level of the glittering and constant marshes had brought me to the sea until the age. Flags, weeds. And remembering the abrupt alcoves Where the cypresses shared the Tyranny noon; they drew me almost into the hades. And the mammoth turtles climbing dreams of sulfur Yield, while the sun-sill ripped them Asunder ... How much I would have trotted! the black gorge And all the singular nests in the hills Where the beavers learn the point and the tooth. The pond that I entered once and quickly fled I now remember its willow singing rim.",,,,,,,,,,,,,2
"It is necessary to have the spirit of winter To see the frost and the branches of the snow-crumbled pines; and have been cold for a long time To see the junipers burning with ice, The rough spruces in the distant glitters of the January sun; and not to think of any misery to the sound of the wind, To the sound of a few leaves, Which is the sound of the land Full of the same wind blowing in the same naked place For the listener, who listens in the snow, And nothing himself, sees nothing that is there and nothing that is.",,,,,,,,,,,,,5
"From the first glance, I knew he wasn't good. These scented hairs, teeth, smiling lips all said, ""Come home with me."" I knew I would do it. Love? Who can say? Daylight withdrew in strips along these vaulted arches waiting for the slaves to hear us whisper on the stairs. Not intelligent, not interesting—not the best at anything, all talking and fingertips. The best I left behind; they are in these boats ringing your port. You can guess the rest. The heart does what it does, and does is done. Regret? Why? The future finds its Troys in every Sparta, and your destiny has not been spun by old crones, but pretty girls and boys.",,,,,,,,,,,,,1
"I went out at night alone; the young blood that was flowing beyond the sea seems to have dried my wings of spirit I carried my pain heavily. But when I lifted up my head Shaking shadows on the snow, I saw Orion in the east burning regularly as long ago. Windows in my fathers' house, Dreaming my dreams on winter nights, I looked at Orion as a girl Over other cities lights.",,,,,,,,,,,,,2
"Like my fingers on these keys Make music, so the sound of oneself On my mind also make music. The music feels, then, not sound; and that's how I feel, Here, in this room, wishing you, Think about your blue eclipse silk, East of music. It's like the strain Awaken in the ancients by Susanna: From a green, clear and warm evening, She bathed in her quiet garden, while the ancients with red eyes, looking, smelled The basses of their beings tremble In the witchcraft chords, and their thin blood Pulse pizzicati of Hosanna. II In the green, clear and warm water, Susanna left. She searched for the touch of the sources, and found imaginary confused. She sighed, For so much melody. On the bank, she stood in the expense of past emotions. She felt, among the leaves, The dew of old devotions.",,,,,,,,,,,,,2
"How can I, this girl standing there, My attention sets on Roman or Russian or on Spanish politics, And yet here is a traveler man who knows what he is talking, And there is a politician who has both read and thought, And maybe what they are saying is true Of war and the alarms of war, But O that I was still young and held her in my arms.",,,,,,,,,,,,,2
"Nothing but this continent that grabs its consternation: the hands, etc. banded, a skirt torn fringed with lace, fingers glazed with rose, or elsewhere the feet wrapped in burlaps sewn with new snow after the indigo of their tunics infiltrate into the ground this spring, the several sources, the dull thawing and the accidental greenery what they did were scattered by those who settled, thus setting themselves against the earth to keep the earth open for passage or to fit it into the cart Benton and Everett argued by some English tartars, said, wild to plunder the trade, only farmer and skilled man stabilized, his head slightly lifted the dying wood saw the plains open, the flat waters, the scales pouring stiff grass into the little shadow a stand of scrub trees ended, the skulls of sledge and the bones wailing at night the night the night biting the flats were scattered all night the night the winds were scattered everywhere the night the night the night was the night the night the night the night was the night the night the night the night was the night the night the night the night the night the night the night was the night the night the night the night the night the night the night the night the night the night the night the night was the night the night the night the night the night the night the night the night the night the night the night the night",,,,,,,,,,,,,5
"The swan of silver, which had no note, when death came near, unlocked his silent throat; leaning his breast against the shore of the reeds, Thus sang his first and last, and sang no more: Farewell, all joys; Oh death, draw near to my eyes; more geese than swans live now, more idiots than wise men.",,,,,,,,,,,,,5
"The expense of the spirit in a waste of shame is covetousness in action; and until the action, the lust is perjured, cursed, bloody, full of blame, Savage, extreme, harsh, cruel, not to have trust, Appreciated no sooner but despised right, Past reason driven; and, no sooner had the past reason hated as a bait swallowed In the purpose set to make the taker mad; Mad in pursuit and in possession so, Had, having, and seeking to have, extreme; Happiness in proof and proved, a very woe; Before, a joy proposed; behind, a dream. All this the world knows well; but no one knows well To flee the heaven that leads men to this hell.",,,,,,,,,,,,,0
"Come, then, you and me, When the evening will stretch out against the sky Like a patient etherized on a table; Let's go, through some streets half deserted, The murmur retreats Nights agitated in cheap overnight hotels And sawdust restaurants with oyster shells: Streets that follow as a tedious argument From insidious intent To lead you to an overwhelming question... Oh, don't ask, What is it? Let's go make our visit. In the room the women come and will talk about Michelangelo. The yellow fog that rubs their backs on the windows, The yellow smoke that rubs its muzzle on the windows, Licked his tongue in the corners of the evening, Lingé on the pools that stand in the drains, Let the soot falling from the chimneys fall on his back, Slipper on the terrace, makes a sudden jump, And seeing that it was a soft night of October, Curled once on the house, and fall asleep.",,,,,,,,,,,,,2
"Once, when I was a boy, Apollo summoned me to be apprentice in the summer without end of light and consciousness, and thus become and be what the poets have often been, A shepherd to be, a master of horseback riding to be, holding the horses of the god of the sun, leading his sheep, forming his eagles Direct the constellations to their stations, and to every grace of place. But the goat-god, the tunic and the dance, speaking an unknown language or the language of the magician, Blood of darkness or risen from the underground, from which rise the drunkenness of love and love, love and birth, love and death, death and rebirth, which are the beginning of the feasts of phoenix, the tragic pieces in the celebration of Dionysus, and in mourning for his drunken and fallen princes, the singers and sinners, fallen because they were, at the end, drunk of pride, blinded by joy. And I forgot, I forgot.",,,,,,,,,,,,,5
"So I spoke in a choir of three different voices: a banshee, a landlocked merman, Orpheus himself with a bad case of laryngite, and I said: Where does this performance lead us? And the Sphinx – at least I took her to the Sphinx: according to the sextant, the solution seemed just for the road of Thebes, and she had the impersonal and firm breasts that Ingres gives her – said: ""Not as much as I can say. Where are you trying to get there?"" Nowhere do I know it. ""So, you're heading in the wrong direction, you're turning your back on it. It's the road from nowhere where you know that you don't know."" Is there a lot of difference? ""How should I know? Everything I've been to be the nowhere else to know.""",,,,,,,,,,,,,4
"I finally saw these eyes as stars of April running away As the carp could see them behind their sunken sky In pale green fish — they are like green your eyes, like the lakes themselves, turned into green stone at dusk. Finally, I know—he breaded in a coffin of crystal On cans of powder of a dead Italian girl, I saw such eyes suddenly darken, and water their little pure lids, as if I had taken too far As I found you there on this pot of ivory By mots in crust of rose and smoked pear.",,,,,,,,,,,,,2
"Hark, hark, the ark at the door of heaven sings, And Phoebus'gins rises, His appeasement with water at these springs On the shalted flowers that lie; And blinking Marie-buds begins to operate their golden eyes: With all that is beautiful, My sweet lady, rises: Arise, arise.",,,,,,,,,,,,,3
"The long love which I have in my mind and in my hert keepeth his habitation, In my face is boldly pressed, And there campeth, spreading his banner. He whom I learnt to love and to suffer, And let my trust and my neglect be radiated by reason, shame, and reverence, With his hardiness taketh displeasure. What is he flattering in the forest of the hert, Who leaves his undertaking with sorrow and outcry, And there he hides himself and does not appear. What can I do when my master fears, but in the fields with him to live and die? For life ends faithfully.",,,,,,,,,,,,,0
"Dear individual soul, it is the Styx. The Styx, it is true: Why are you so perplexed? As soon as Charon reads the text prepared on the speakers, let the nymphs affix your badge and carry you to the banks. (The nymphs? They fled your woods and joined the ranks of the staff here.) The deluges will reveal piers built of reinforced concrete and steel, and airslippers whose bells of bees resembled aurora sounds where Charon multiplied. Humanity has burst its limits: nothing, the soft soul is as before. The skyscrapers, solid waste and dirty air: the landscape has been damaged beyond the repairs.",,,,,,,,,,,,,6
"The commercial wind juggles the rings in the nets around the racks by the docks on the Indian River. It is the same jingle of water among the roots under the banks of the palmottos, It is the same jingle of the red bird that breastfeeds the orange trees of the cedars. Yet, there is no spring in Florida, neither in the lost boskage, nor on the beaches of the nunnery.",,,,,,,,,,,,,4
"Praise be Dianes righteous and harmless light; Pray be the dews with which she wets the ground; Pray be her beams, the glory of the night; Pray be her power by which all the powers abound. Pray be her nymphs with whom she sleeps the woods, Pray be her knights in whom she lives the true honor; Pray be this force by which she moves the floods; May Diane shine forth what all these give. In the queen sky she is among the spheres; In yes she looks like a mistress makes all things pure; Eternity in her often changing bears; She is beautiful; By her beautiful endurance. Time does not wear it: she makes her chariot guide; Mortality under her orb is placid; By her virtue the stars down slide; In she is perfect image cast. A pure knowledge it is worth knowing: With Circles they remain who do not think.",,,,,,,,,,,,,3
"I wanted you, woman of the South without name, without wraith, but completely like even more alone The Cross of the South takes the night And lifts her belts from her, one by a High, cool, wide from the fire slowly smoldering Lower skies, vaporous scars! Eve! Magdalene! or Mary, you? What calls fall vainly on the wave. O simian Venus, Eve homeless, without marriage, tripping without garden to cry Windswept guitars on the lonely bridges forever; Finally answer everything in a grave! And this long awakening of phosphorus, iridescent fury of all our dragging derision! Eyes are shaking at her kiss. Her fate has been fired for a long time Insists a cry. Sliding on this rear vision The mind is agitated to spit, whisper hell. I wanted you . . The braises of the Cross slipped by astounding and oscillating aromatically.",,,,,,,,,,,,,5
"These nights and alternate days, these seasons do not convince me. It seems that I have the sense of infinity! (In your dreams, O crew of Columbus, O listeners above the sea For the surf that breaks on Nothing-) Once I was awakened by the nightingale in the garden. I thought, What time is it? I thought, Time—Is it Time again?—Now is Time? (Tell me your dreams, O sailors: Tell me, in sleep you have climbed the great masts, and before yourself.) At night, the silence of the old trees is a penchant and the inertitude of the hills is a kind of waiting. (In sleep, in a dream, you have seen the end of the world?",,,,,,,,,,,,,2
"Why should I reproach her that she filled my days with misery, or that she would have taught late to the most violent men, or threw the little streets upon the great, If they had only courage equal to desire? What could have made her peaceful with a spirit This nobility made simple as a fire, With a beauty like a tight bow, a species that is not natural at a time like this, Being high and lonely and the most severe? Why, what could she have done, be what it is? Was there another Trojan to burn it?",,,,,,,,,,,,,0
"What should I say, since faith is dead, and the truth is fled from you? Should I be led with doubleness? No, no, mistress! I promised you, and you promised me, to be as true as I would be. But since I see your double heart, Farewell my share! Although to take it is not my spirit, but to give up [one so bad] And as I find it, so will I entrust myself: Farewell, unrighteous!",,,,,,,,,,,,,0
"I Behoild Pelides with his yellow hair, Proud child of Thetis, hero beloved of Jove; Above the frowning of his wove eyebrows A crown of gold, well combed, with care Spartan. Who could have seen him, sullen, great, and just, As with the unjust world, he proudly ardently ardently ardently, and by high deeds his wilder passion shrove, master of love, resentment, and despair. He knew his end, and Phebus safe arrow He burned for immortal fame and a friend, scorning life; and we, who know our end, know that in our decomposition he will endure and all our hearts of children with innered pain, With his first bitter battles his fusion. II Who brought you out, immortal vision, who in Phthia or Tempe brought you out?",,,,,,,,,,,,,5
"My love looks like a girl until the night, but she's old. The braids that lie down along her pillow are not gold, but spun with watermarked silver, and cold. She looks like a young girl, since her forehead is smooth and fair, her cheeks are very smooth, her eyes are closed. She sleeps a rare sleep always awesome, so calm, so composed. No, but she sleeps like a bride, and dreams of perfect things. She finally lies down, the darling, in the shape of her dream, and her dead mouth sings by her form, like the grives in clear evenings.",,,,,,,,,,,,,4
"You have learned from sisters who have often made me difficult to hear names sung in your simple lees, but happy in your prayers. And when you list your own woes to cry, That death, or love, or the wreck of fortunes has made rays, Your rope could soon be sad tenor turned, And teach the woods and the waters to lament Your full grief. Now I will sing these complaints full of pain, And have all your heads with daughter and crowned, Help me to possess loves pray to look, Do not leave the same of any greed: So Orpheus has made for his own wife, So I alone to myself will sing, The woods will answer me and my ring of Eccho pray to look like, Do not leave the same of any envied, And I will sleep with his white and white linen,",,,,,,,,,,,,,5
"Heracles, the powerful son of Alkmene, has accomplished his labors. Happy is he.' His exploits are over, he is now among the gods, without sorrow and without age forever.",,,,,,,,,,,,,5
"The heart and the service for you proffer'd With good will are fulfilled honestly, do not refuse it, for it is offered, but take it to you gently. And although it is a little present, but good, consider graciously the thought, spirit and the intention of him who loves you faithfully. It was a small thing to work my misfortune so cruelly, For my good will to be abject: Therefore accept it with love. Pain or travel, to run or climb, I undertake it pleasantly; If you cause me to go, and straight I slip to your command humbly. Pain or pleasure, now can you plant even what you desire firmly; do what you enumerate, I do not want to be your servant secretly. And since so much I desire to be your own, For all my service and my job Reward your servant liberally.",,,,,,,,,,,,,5
"The curious mind, seeing the dull pensivity bend in my long-settled eyes, hence these same vapors of melancholy rise, With idle pains and a missing goal, guess. Some, who know how my spring I addressed myself, Deem that my Muse a fruit of knowledge bends; Others, because the prince my service tries, Think that I think the state errors to be repaired; But the more difficult judges judge the rage of the ambition Scourge of himself, always climbing the slipp'ry placei holds my captivating young brain in the golden cage. O fool or too wise! Unfortunately, the race of all my thoughts has neither stopped nor left But only the eyes of Stella and the heart of Stella.",,,,,,,,,,,,,5
"When the marguerites foot and violets blue And the lady-smocks all silver-white And cuckoo-buds of yellow tint Paint the meadows with delight, The cuckoo then, on every tree, Mocks married men; for he sings thus: Cuckoo; Cuckoo, cuckoo! O, word of fear, Without raining to a married ear! When the shepherds pipe on oaten straws, And the joyful arches are plow clocks, When the turtles walk, and the rooks, and the balls, And the young girls whiten their summer spots, Then the cuckoo, on every tree, Mock married men; For he sings so, Cuckoo; Cuckoo, cuckoo! O, word of fear, Without raining to a married ear! When the cuckles hang on the wall, Dick the shepherd blows his nail, And Tom bears crawls into the room, And the milk comes frozen in the ground, When the blood is born, And the ways of the snow, And the ways of the ways of the birds suffy,",,,,,,,,,,,,,2
"a personal note (re: visitation) always pyrotechnic; stars turning into phallus of light, snakes promising softness, their forked tongues thick and erect, patriarchs of birds exposing themselves in the air. this skin is sick of loneliness. You want what a man wants, next time comes like a man or does not come.",,,,,,,,,,,,,1
"When I remember a heroic force and a brilliant virtue shown by the swimming pools of Ypres, then read the bilther written by the knaves for the fools In praise to the long lying British soldiers, Who dream purely of what England will be made gloriously new, free from the old stains By us, who pay the price that must be paid, Gelera all winter on the plains of Ypres. Our stupid dreams of peace that you have set aside And the brotherhood of man, for you will see an army mistress, boasting of the tide, His children slaves, under your control.",,,,,,,,,,,,,4
"Four white heifers with scattered hooves strangle the waggon. Its badly watered craters, heavy with fruits. The scissor point of the schooner, blue and white, shines in front, a flame to follow the high spear in a hand of man that does not shave. Its linen pants as he wants to wash. One can see his skin cooked through his shirt. He has no shoes and his hat has a hole in it. ""Hu! vaca! Hu! vaca!"" he says staccato without raising his voice; ""Adios caballero"" legato but with the same tone. The high camels on muzzled mounts raid against the panels of an empty package do not answer foreigners.",,,,,,,,,,,,,5
"And now, everything now seems defined, discreet, fingers threaded with the sunlight that the tree lets pass, arm still in their own time, circle, catch up, catch up to the wrists, like cell chains in a watchcrystalline complementing itself. Together. Shoulders, torso, each of us, once again. It is difficult to imagine minutes just past. II It is difficult to imagine, again, the hands moving against the wind like loose things beating, toilet clothes, words long fresh with negligent use. You wanted to say that it was beginning to bother you, starting to wish, wondering whether the thought in the broken light could ever touch, rise up. The King, our promise, broken, the sword that we imagined, sneaking like leaves in the light. Say it, then, the stain of things remains.",,,,,,,,,,,,,2
"O Eros, smiling silently, listen to me. Let the shadow of your wings brush me. Let your presence envelop me, as if the darkness were dark. Let me see this lamp of darkness in my hand, this land becomes the other sacred land to be desired. God deaf, slow down the wheels of my thought so that I may hear only the snowfall of your circle. Close my beloved with me in the smoke ring of your power, so that we may be, one to another, figures of flame, figures of smoke, figures of flesh newly seen in the dusk.",,,,,,,,,,,,,2
"I was looking for a theme and I was looking for it in vain, I was looking for it every day for about six weeks. Maybe at last I was a broken man, but I must be satisfied with my heart, although winter and summer until old age began My circus animals were all on the show, These scaffolded boys, this burnt chariot, Lion and woman and the Lord knows what. II What can I list of old themes, First of all this Seaside Oisin led by the nose Through three enchanted islands, allegorical dreams, Vain gaiety, vain battle, vain rest, Themes of the ambushed heart, or then it seems, It could adorn old songs or courteous performances; But what I took care of that had put him up, I, hungry for the bosom of his bride fairy. And then a counter-truth filled his game, ""The Countess Cathleen"" was the name that I gave her, she, put her soul aside, but the sky was born to me.",,,,,,,,,,,,,5
"Man, selfishness, (In mystery the twig is folded,) Imagine, by some mental twist, that he alone is sensitive Of the intolerable charge that on all living creatures is found, Nor bows to pity in the toad The pain without voice of his eyes. He poses no question of the snake, Nor leads the phosphorescent darkness Where the fish without lid, great awakened, Swimming looking at a night-mare doom.",,,,,,,,,,,,,5
With only his lantern to tell him where he is And every time a mountain of fresh corpses to load Take them to the other side Where there is a lot more I would say now that he must be confused As to which side is what I would say no matter No one complains that he has their pockets to cross In one crust of bread in the other a sausage Once in a long time a mirror Or a book he throws overboard into the dark river Swift and cold and deep,,,,,,,,,,,,,1
"Halt God with the clubfoot, stop making fun of our grass With the steel of your heart always forging misfortune You know what we want is plows Why encourage this stupid rival of your—Ares of rifle and sword—Prometheus is chained on the peak Foothills of the Caucasus swarming With Scythian tanks and cannons All you do is waste and keep shaping new weapons It's no use listening to you And our rental managers...",,,,,,,,,,,,,0
"May your words be made, good sir, of the Indian merchandise, that you may allow them to me in such a short time? Or have you cut Spartans like it? Or do you mean my ears tender to spare, that to my questions you are so complete? When I ask the state of Phoenix Stella, You say, you have left her very late: O God, do you think that you who satisfy my care? I would know whether she sat down or walk; How did she stand up, how did she wait; Sighed, or smiled; Of which, with whom, how often did she speak; with what journey of pastime she was bewitched; If her lips deign to sugar my poor name. Say all; and all good said, always say the same.",,,,,,,,,,,,,4
"Persecuted on an ornamental loader, German work, 16th century, above the sleeping Medusa Like a buzzing fly or a mosquito On beaten golden wings. Her head eclipses from her agate look. In her right hand A sword, in her left a mirror. Helmeted at night, slips into the dark. Asking where to strike. She looks asleep As if she dreamed of petrified forests, monumental dryers, stone leaves, members of stone, or of the friend she will never meet Who will look in her eyes and live.",,,,,,,,,,,,,2
"Only the wanderer knows the graces of England, or can see once again familiar, clear faces. And who loves joy like the one who lives in the shadow? Don't forget me completely, O meadows Severn.",,,,,,,,,,,,,5
"Age, the mind contracts and learns to do with less: in itself, it requires a filament, a braid to trap the lightest price, a joy too beautiful for the meaning, which passion would despise but for its impotence.",,,,,,,,,,,,,3
"As virtuous men slowly pass away, and murmur to their souls to go, while some of their sad friends say that the breath is going now, and some say, ""No, then let us melt, and make no noise, no flood of tears, nor sighs move; 'There is profanation of our joys To tell the laity our love. Moving the earth brings evils and fears, Men count what it has done, and meant; But the trepidation of the spheres, though further, is innocent. The love of the sublunar lovers of Dull (whose soul is sensible) cannot admit absence, because it takes away the things that have included it.",,,,,,,,,,,,,5
"Our vice goes beyond all that the old men have seen, and above our laws, and despises the sure and golden virtues, and sit uncontrollably on the extreme. Circles, your monsters have painted the hue, from the filthy feigned, but ours is true. Our vice poses all the proverbs and all the themes, Our vice excels all the fables and all the dreams.",,,,,,,,,,,,,0
"Let your wonder not move, let your laugh, which I love. Even if I write now fifty years, I have had, and I have had, my peers; poets, though divine, are men, Some have still loved as old. And he is not always faced, Clothes, or fortune, give grace; or the trait, or youth. But language and truth, With ardour and passion, Give weight and fashion to the lover. If then you will read the story, first prepare to be sorry that you knew neither who to love nor how; but be happy, as soon as I am, When you know that it is her whose beauty has been sung; She will make the old man young, Keep the average age at home, And let nothing be wasted, Until she is the reason why everyone for love can die.",,,,,,,,,,,,,5
"I The bronze Grand Grant who rides a bronze horse in Lincoln Park Schrives in the sun the day the automobiles fly in long processes going somewhere to keep the bait for dinner and the morning and buy and sell Although in the dusk and the fall of the night when the high waves pile up On the slabs of the promenade along the shore of the lake near me saw the general dare the bathrobes get close and bring up his bronze horse out in the hoofs and cannons of the storm. II I meet Lincoln Park a winter night when the snow falls. Lincoln in bronze stands among the white snow lines, his bronze front meets sweet echoes of the news crying forty thousand men died along the Yser, his bronze ears listen to the mumbled roar of the city at his bronze feet.",,,,,,,,,,,,,2
"Alas, ma'am, for the theft of a kiss I have so offended your spirit there? Have I then done so cruelly that in no case can it be altered? Then, avenge you, and the next way is this: Another kiss will have my life finished, For in my mouth the first my heart has sucked; the next one will purify from my chest he will grip.",,,,,,,,,,,,,0
"Do they remember on the roads of the Peloponnese, He and his servant and his concubine, with a white head and a light heart, their true spirits went away After the last blow of time in a day Without a yesterday or a tomorrow, A luminosity posed like a blue lake around them, Or an endless field to play or linger. They were so gay and innocent, you would have thought that a god had won a glorious prize for them In a heavenly field, and the odds were gone, Fate sent on vacation, the earth and the heaven Thenceforth in endless friendly conversations. They were quite intrigued and had forgotten that memory was burning in another world; but they also burned leaves now for any story. If someone spoke a word of other guilt By chance before them, then they struck their feet angry and crept their teeth like peevish children. But then forgotten. The road to their house. They would not stay in a house or leave a door shut on them.",,,,,,,,,,,,,4
"O Mistress, where are you wandering? O stay and hear, your true love that comes, which can sing both loud and low. Do not travel more pleasantly. The journeys end in the encounter of lovers, the son of every wise man knows. What is love, 'is not here, Present miirth, presented laugh: What is to come, is still uncertain.",,,,,,,,,,,,,3
"Poetry, like the indigo mountain, keeps its distance; the light plays with words and figures, the stone is lined with air, the green mist grows. Fun by butterflies, Chuang Tsu dreams, the emperor's heart in the spring, completely transformed. Yet, in pieces, the words remain so far away. By risking my life I rely on dangerous rails. When the dream wakes up to its own peculiarities, the scattered strands, the loose hair on the muslin, the broken characters that the reeds make, undo— vaguely no bright reason again— the fractured sidewalk, the wet willow forked there as well as the locust seeds: autumn, then, and the gulled music, the wind, indistinct no-stop break again joins. Drifting between narrow bluffs, sharp bends we close, deep rain cuts all around, the sunlight and snow, the wind, indistinct no-stop break again. The night snow breaks the night, the night snow breaks the night, the night snow breaks in a high valley, the night the night the night snow breaks the night the night the night the night the snow, the night the night the night the night the snow is the night the night the night the night the night the night the night the night the night the night the night the night the night the",,,,,,,,,,,,,2
"""Who is this dark night under my window clear?"" It is someone who from your sight is, ah, exiled, disdained any other vulgar light. ""Why, alas, and are you? Don't be these fantasies changed yet?"" Dear, when you will find a change in me, Although you are far away, let my change be ruined. ""Well, in the absence it will die; let it see, and let it be asked."" The absence will be useful, if I can learn to wash from what in my heart lie. ""But the time these thoughts will take away; time does what no one knows."" Time does what the subject proves; with time still affection grows in the faithful turtledove.",,,,,,,,,,,,,0
"There is a garden in his face where roses and white lilies grow; a heaven heav'nly is this place where all the pleasant fruits flow. There grow cherries that no one can buy, until ""Mature Cherry"" themselves weep. These cherries contain enough oriental pearls a double row, which, when his charming laughter shows, they look like rose buds filled with snow; yet they neither pair nor prince can buy, until ""Mature Cherry"" themselves weep. His eyes as angels still look at them, His eyebrows as bows stand, Menace with piercing frounces to kill Everything that tempts with the eyes or hands These sacred cherries to come near, until ""Mature Cherry"" themselves weep.",,,,,,,,,,,,,5
"After the anonymity on the face of the wheys of rivers and scribbly-gums and bushes, After the friction and the brush stroke, You arrive in the land of the South As if the argument of the trees were made, The doubts and quarrels, the plots and the pains, Everything ended with these clear and slippery planes As a sudden solution.And on the flat earth of empty farms The monstrous continent of air floats back Coloured with the rotten sun and the black, flesh Bruised storms: Air arched, huge, striking the bone ridge, Ditches and huts, with a dranche of light, So huge, such infinite heights, You walk on the beach of the sky.While even the steep hills are small and naked, As if, rebel, buried, pitiful, something underneath pushed a button of skull, Feeling its way to the air.",,,,,,,,,,,,,1
"The star dissolved in the evening – the only star The star silently and at night O soon, soon And again the light now and again the great Relinquier and through the pools of blue Again, again the swallows and the wind now and the tree Gathering the darkness: I was small. I lay next to my mother on the grass, and I slept Came—Slow hoofs and drops of darkness The muzzles of velvet, the white feet that move In a dream water O soon sleep and at night. And I was not afraid. His hand was on mine. His fingers knew darkness, and slept, the silent lands, the far from the morning when I had to wake up.",,,,,,,,,,,,,5
The gift from above of the penalty from above — the son of the same reel. If there were not his wings that would have known that Icarus was an idiot?,,,,,,,,,,,,,0
"Farewell love and all your laws forever; Your baited hooks will no longer strangle me. Senec and Plato call me from your lust for perfect wealth, my mind for effort. In blind error when I have persevered, Your acute repugnance, which hurts so much, Hath taught me not to reserve and escape, since freedom is the lever. Therefore, farewell; will disturb the younger hearts And in me no longer claim authority.",,,,,,,,,,,,,0
"At the back, he sleeps, he does not tremble, he has seen all the places and was made to suffer, they call him god, the boat rides the waves of dark wine, he is on his way home, he sleeps.",,,,,,,,,,,,,4
"Wyatt rested here, that fast could never rest; whose heavenly gifts multiplied by disdain, and virtue sank deeper into his chest; such a profit that he could obtain. A head, where the mysteries of wisdom rise up, whose hammers still beat in this lively brain As on a point, where a work of glory was done daily, to turn to the British win. A face, lingering and gentle; where the two developed, vice to condemn, in virtues to rejoice; In the midst of great storms that ensured thus, Live right and smile at the fortune choice. A hand that taught what could be said in rhyme; This refutes Chaucer la glorité de son esprit; A mark that (unnecessary, for the time) Some can approach, but never strike. A language that served in foreign kingdoms his king; whose courteousness put to virtue did not inflame every noble heart; a worthy guide to bring Our English youth, by work to fame, whose judgment could not be blind, Friends to fail, and to fail a strong heart;",,,,,,,,,,,,,2
"Fishing, if a fisherman can protest, Pleasures is the sweetest, sports the best, exercises the most excellent. Of the most innocent leisure. But now the sport is crappy, and that, you, why? Fish decrease, and fishermen multiply.",,,,,,,,,,,,,5
"Blow, breath, wind of winter, You are not so wicked as the ingratitude of men; Your tooth is not so lively, Because you are not seen, Even though your breath is impolite. Heigh-ho! sing, high-ho! with green holly; Most of the friendship is feigning, the most loving simply madness; So, high-ho, the holly! This life is very joyful. Don't move, freeze, bitter sky, which doesn't bite so close to the forgotten benefits: Although the waters are loose, Your sting isn't so sharp that the friend doesn't remember it. Heigh-ho! sing, high-ho! with green holly...",,,,,,,,,,,,,0
"I have seen them sweet, tamed and sweet, who are now wild and who do not remember that one day they put themselves in danger to take bread in my hand, and now they stretch out, looking with care with continuous change. Fortunately, it has been otherwise twenty times better; but once in particular, In a thin painting after a pleasant desire, When her loose dress from her shoulders fell, And she caught me in her long and small arms; There I kissed myself gently and said softly, Dear heart, how like you? It was not a dream: I pose a wide awakening. But everything is transformed in depth my sweetness in a strange way of giving up; And I left to go out of her goodness, And she also, to use new fringes.",,,,,,,,,,,,,2
"My true love has my heart and I have his heart, exchanging one with another given: I hold his dear, and mine cannot be missed; there has never been a better price. His heart in me keeps me and he in one; my heart in him his thoughts and his guiding senses: He loves my heart, for once he was his; I cherish his heart because he wants it in me. His heart was wounded from my sight; My heart was wounded from his heart; for as with me his evil has made light, so again I thought, in me his evil has done intelligent: both also wounded, in this change sought our happiness, My true love has my heart and I have his heart.",,,,,,,,,,,,,5
"Often under the wave, wide of this ledge The dice of the bones of drowned men, he saw bequeathing an embassy. Their numbers as he looked, Beat on the dusty bank and were darkened. And the wrecks passed without ringing bells, The chalice of the generosity of death giving back A scattered chapter, livid hieroglyph, The carrying wound in the corridors of the shells. Then in the quiet circuit of a vast reel, His charmed and malice-reconciled blows, Eyes sipped that raised altars; and silent answers flowed through the stars. Compass, quadrant and sextant contrifying No further tides... High in the escarped Azure Monody will not awaken the sailor. This fabulous shadow that the sea keeps.",,,,,,,,,,,,,0
"Faithfully, he shook to the last, his head ringing ... then bursting, on stones turned green, all the crown cup at a single blow splattering everything that thought raised within the beast. Vaults melted and poured the opposite whole ... Flesh was extinguished in icy jags of fog, in misty snakes, slowly, although a heart stripped watered by fire invades night.",,,,,,,,,,,,,0
"Another man half cracked John Heydon, miracle worker, levitation merchant, in thoughts about the pure form, in alchemy, seeing pretty visions (""servant of God and secretary of nature""); Full of complaining charm, like that of Botticelli, With half-transparent shapes, without the vigour of the gods. Thus Heydon, in trance, in Bulverton, had such a view: Decked all in green, with sleeves of yellow soy Slit to the coud, slashed with various violets. His eyes were green as glass, his foot was like leaves. She was decorated with emerald choices, and promised him the way of holy wisdom.",,,,,,,,,,,,,1
